image_pathname,class
../datasets/animals-dataset/raw-img/cane/OIP-Di5ZmDj5ImwVpJ0Cea1PMwHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-DkTZhK8roCY7m3RfT8c8YwHaFu.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-pibNhK8eu_PuwTuJzA6SngHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-CF0uAtdLsoQhiYRfQBDuTAHaFW.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-JSVgcdTC8Tu_tWm6fAovMgHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-esAp6fhhj0nEKftKO7StaAHaEK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-Az0Xfzhn5gaRwzgifo-rIgHaE7.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-C0Ly9g-NTWnh82PR0VHTYQHaE7.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-33wgpGKyLDugtOhyWowfIgHaE6.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-R0Q1P-NMtdwpx_YuYvLZtwHaFX.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-aZO1bNmDPozukTqg4ToyewHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-Xtm4bBiTZAaBmGaD5Ka6RAHaEj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-2CPiKK78v_sI2ZeZFamCGgHaEK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-CkN7T5A3TWwCA0k6QDJKggHaFp.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-kQKPyJL2kEwLLVMF4-6QfAHaDz.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-PAuGNwyo8WGU46ppkiQB6AHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-Wm5vZi59JPnF80f3W4Gb_gHaE6.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-ziUOT6pWQWsIDuVXSRBQwwHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-ExpqVzAO5CposVuvprI88AHaE8.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-y-c29urxEndaiXExBjGSVAHaEK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-ksvjSId2xodCbUc0Dwp_wAHaE8.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-GyeqFF26GD4T-8oopLIoSQHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-jWy6LnALCZ3oteM_9Tp8owHaJ6.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-2lutMf73w0MUzUepAk9JcgHaJ4.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-BnMu7O2H6pnA1GUyRDRebgHaHF.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-GlZ8aa00gVQVgEao7JuYzgHaHJ.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-fbM3STVdwgkAfjAZUdI5ewHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-AhJi8SGrXqVkwCc61Yil7wHaK4.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP--PRmz0al4Y19jI_RrXnrqQHaIX.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-amvFuQoAUahUlHf_VQq9rAHaEm.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP--1QXriWyOTJg-9fEwbznmgHaI4.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-CwE2q_F7t7jL01UoOPXDlQHaE9.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-SI7FIK_KQ6nEgebYbuYQsAAAAA.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-KSeI8KFM48rUmxuQzNz45QHaF8.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-oc_3GsdwStg6HPIeBi15lQHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-ZRO80b7FUJqFwBRtIFyKvAHaFl.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-yk0X7agqk7b--fOVDE5uyAHaFu.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-7mf_-PhLWLRy9-LNseB4pwHaLH.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-7Kyjub53-QqanyWanuJpOwHaHx.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-2hvLnuUg20KCF-IaaXXXfwHaF6.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-o9oVbgytoMrn7wAy_NBPqgHaEp.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-XSC83Blq7j1wnSnHYbN-cAHaE8.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-0261T_DaSKSIDaRxrLjL8gHaGD.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-bc128JJAo7xtal6A9jY9oAHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-JqcqTMeVTKmyufgAZF3LCQHaF4.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-346p9Ey0LpCyU7htLu4CdAHaE7.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-QMOB5BfYuEcKCV0Rkg7bHgHaFi.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-KR6gIHfu8kjTTefP9XM0uAHaE8.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-WunXBG3mMB_hLCDnp_N27QHaE6.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-zENwSwo-KnGjxb8Bc4k65QHaED.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-uJGwXkeRx3zEOFXAYk8i9AHaEL.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-NeC-RP6_ZwezqlRAAqzBsgHaFs.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-xWcx0PDcbgMZy5SiyS4dsAHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-ENvc64sfLAoBLIIIzrMGJAHaF4.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-vzkzyLM_yC7-0OBgSUAfiQHaDt.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-zPe_eepEN-tsrai5FG_y5AAAAA.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-0ZUseJP9oAiWbYsoISk2-AHaEK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-L-4QV_FTLWR5OT7TJ6gjWAHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-wh7RG5_vPn6xsYd64i7HZQHaJp.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-VCn5FQVYq3o4yuAGtm5FlwHaG4.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-FqPYKnBXzNYC4qHCNKUxpAHaED.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-3LFkzYXWpMbei4cXaPVAzQHaH-.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-axCYDiboYvpLzsDwLVwwsAHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-8QnItI38_TwZd7UAj2tj0gHaFb.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-nXGeHkDRihcXnkMm5yDTywHaEo.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-wYua6BInbuca9Jr0eWZrkAHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-SfXSqsDapwG2_3M3GW3FWgHaFn.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-Cm21in9jE8MQnsPdqf7GTwHaJ4.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-YnpmR1tuD84ujm6GDl-t5AHaFi.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-vTY2FCFeDIkzApitO3FnbAHaFu.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-wjC5BF__qYpe1T6IqZCTMQHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-yJz4drW6y-uIv3UGklkD2wHaGf.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-wF2AEpU_JC31GqkfgcHVFQHaFb.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP--YOIKWP2AP0VVgYTomJcCQAAAA.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-m-dpISThj4-4GxWwUdVsjgHaNL.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-z-OwfL4HykOFtwh3nOKizgHaEx.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-lt7eO2wcJpL3LZMQsEMW4AHaE7.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-P1gMOP6dltJPyxXpC1N1vwHaFI.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-QlM4ranrUuxWOJoTrlUuHwHaGM.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-UZ6jXG3eMTkennRibCmJRwHaD4.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-o9J25tThAw1J28sezoKgEgHaH7.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-LASkiOTkE7GgyBkjRz8gkQHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-JrF8qGEcdxhxx7Yhx0oboQHaNK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-nDNx8_NLifugSH6JKAW1pAHaHU.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-Db8DLdMOt3xa4vd4Bbhw3QHaIV.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-p3ChL10dr9zc0QmRebEzXgHaKm.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-MKFOqfIG9ljMJLjeYluf4gHaE7.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-xthnqbNgb2DfWdoKLeeIJQHaE8.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-ZGX1oI93O0HvmEoGPcoZKAHaGh.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-9UcKWSEgVVQMQrMQOJgryAHaGU.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-Bw20NU2xLOGOcsPbdFPPHQHaE8.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-VpGeIt-feWwNmOEnH-0MegHaJ4.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-3BXwOuzlBQjN_zZ_zfQ1kgHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-lznBqh9efq6B2l8sA1CiFQHaGJ.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-cQDrXeuhrYFxih-om2R9QQHaFi.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP--Vd4TYq5XdX4Flb0D3yBNAHaGg.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-aQrmk0NanExiYjym5D5sKAHaLM.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-C0nm_a8V6GuDRnQp77DylAHaE7.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-cGSeAAQegypHkxqnQvKeMgHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-kKA5iF8BiWh02jRmaqgrDgHaKp.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-Jaw0je09sroacaaofj_T2gHaEk.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-aacKscuHoy5TWUV_LP2R4gHaEt.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-bO5EJx4uAMmWUgCjprqLlAHaE9.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-3LmyOGa9jiTyZGFGlISA1wHaGI.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-S61DANE4mwm9rK_iaTmpdQHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-_NZCnIe3cQPQNNMmW31ZAwHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-LzZ-QfiQyvHYlHbmymqhgQHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-k7_MXnMMcS-VEA2qNNHubwHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-y9hTivzT1cwzWlpeslmk9wAAAA.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-0d7hpjwVocPjQXWE67RdKwHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-0tMAa3ZV-BaGgW2DRBpVSAHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-YtYimdBmNGIYbPYo23x0VAHaEK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-_-AtcUnGMN6ht4EYKmgkXgHaE8.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-xI--YlHB1jevVW4BILAAlQHaE6.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-UA309M70AwvY-rJQ1vep-gHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-6EgXp_oo_zj9rffCZuTeiQHaEn.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-pIoabY8ILJgaiijicImt-QHaHA.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-vcs2qFd7NvFd-4HaGbwVMgHaGO.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-eDF0rmOIXmIkW05haHN0sgHaFt.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-24oiyOALFmdltOtqDPNo0gHaGR.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-N8HCaeDE1I2pz4MJZo0dmAHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-t60I6Zx4ca-ZPDUFPaUikwHaJ3.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-vkHM2x1Srfm6mHgJHalnVgHaEK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-bt6DiI488dfzm9zyDc4V6AHaE6.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-M8r9sKVYWtjq9LaniL1prgHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-sfcDymvig-AyuMK1EEspIwHaJ4.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-BRsUa__xoqGpTyH7ySPZ5QHaJ-.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-M956_gX9UZiyetrfQuXqdAHaNK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-HpsEKO5jodUAhhjsiPaBnAHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-BEHBTmgkR6KZMSO0Z7qACAHaJI.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-w65VxaEY2y0gjSgvr6VYjQHaFk.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-JzqYYLliwL6Z6F_LphLDmQHaGn.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-AEAcGy2DNHIx_uB_gi5MxgHaF7.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-qto-_CxnYfBkPtjCsplCTgHaEW.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-a19S6VH0ZmMsLy-aXs0BmgHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-Ikbvx6npraMKfuKcTnG9aAHaG7.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-ANcaiVjpCkfTjHCpyDFBkQHaLD.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-sQSV_W8owZ9BWDnhi89ndwHaE6.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-8wvsjpNdn5HGALPuhAuEHAHaJ4.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-7XWLn4_wqaMqMfMuo3_NBAHaFv.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-uiSpkeBWnrt7RgzINiJ8FAHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-iz8B657Gux8OMUTFP_5tHAHaFE.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-KzC5zWYvUbI5HSRpsxPY-AHaE8.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-XJLsNPE4Pii73m9d_t5KaAHaFz.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-mffrW864IzLEl9cqQnbzrAHaE7.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-GUHywNxuAKsJ1tHRK64VIgHaNK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-W7TiPw9CMUq_w0mnHaDJxgHaHK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-6BEZZ3FDmohklahzNmaVbgHaEK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-rG-NFruttq3z2bQ6kGaWMwHaF1.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-yLtK9iyUg7QgM_AM2ONZawHaHn.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-zVSrWy57ACwMT6hUkWKC2gHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-aqR35qitWqncJMrb2juo7gHaHC.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-uUdpkSkWSO1VYBNZyXlnCAHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-uEo_epas9E6DJE3TY2XKgAHaE8.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-Lyaqut4ShlYPykMgZ6BaCQHaJo.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-uknrz6IiUiu1nayhDNWtRQHaEK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-RHhQcXT-F8V01c01VhgedAHaEK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-lYSKPWJZfrNF2AHy1uNJrwHaLH.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-ny-SaPwpOBQ60YnxPI8c-AHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-HMPnOzlshJ-Omz13AfuQzAHaHa.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-P8Z0qg-Is5jFetmonXuBlwAAAA.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-35ucx4XQ1xh6o72axi4zXQHaF7.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-mB7C-lv4Gu3sgEfWBR_w4AHaEc.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-E1Cz-grWMhm8evvrzWQujQHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-IMeUkNTQ-b0BrU7tIKEX5AHaLJ.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-zRJSEOT7-Y-XDNlgq4UUeAHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-aE3ybs-PiEP5HDOycHpKBAHaE8.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-_AZAjT063n19XMrvyAtsTwHaE7.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-4gSOrhs2dVG-oL3D9ROuYgHaE7.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-Chbai5ssqMEVxCBzZ2FFBwHaD5.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-1GTKsoYpXHataZXdxz6tZAHaFg.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-7Tm5xMg1ikr0pNdCqboqcQHaG5.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-3_l_T4_hU5o21odZdEHlfAHaFc.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-aMbTBEXXfKY3y4-xyT8mwQHaEd.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-hQ1lodHpZ_FGE3Ypnl_u3wHaFM.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-PBJSMPZ-aLJvEMd4oAT1IAHaNK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-y1urE3pUZ870x5mEWO8K-gHaEo.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-kR4cu8ZSXwxS51_yl4WJCAHaJ6.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-ZGvV14PKGH_uYCzwm4TY5gHaEX.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-sDSVahtGDGF-S4Adu53pwAHaE7.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-84NsdFYsWNImLBVJLEzX8QHaE6.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-PK9XqQI-dkIDwRoE3xjASAHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-4rPAIFx0zpiMrovgDrmqLgHaF6.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-cDWV1hJ6Me6p-IMTnWyJtQHaLH.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-BOCF4tZ7UCmBaAZvE5MwgwHaE6.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-muLqP01O3slF7b4lpq00JgHaE8.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-FvuKTja7LBCOKLCi0VHIGQHaFc.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-4afqUHyJVlQjd2nk7EYIiQHaEK.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-7zhyQgX-69XlhYjDK5wEygHaEB.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-_JbOHq8F3lyhZVGJbR93OwHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-6wGU2AmlwXMuyxp1LGZXFgHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-4Ig3Ipxf0VY5j807xdqFJgHaE8.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-K-3A_fED_5wzTO9fxwMxkwHaFP.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-NJEHv-Pza6-n0kIW13cxkgAAAA.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-da8AqqZifWSELQGd3mafiwAAAA.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-eRFSW1VASlwEeOwGsL2d4QHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-D8o49iIfCCvPL1inkNNumwHaFj.jpeg,dog
../datasets/animals-dataset/raw-img/cane/OIP-V5nKSsFvBwRSkQfNU6ko6QHaE7.jpeg,dog
